Postcode,A,B,C,D,E,F,G,H
DG8 6JZ,1,3,2,1,6,0,0,0
DG8 6LA,0,8,0,0,0,0,0,0
DG8 6LB,0,10,0,1,1,0,0,0
DG8 6LD,0,8,8,1,0,0,0,0
DG8 6LE,8,7,1,0,4,0,1,0
DG8 6LF,0,12,0,0,0,0,0,0
DG8 6LG,0,10,2,0,0,0,0,0
DG8 6LH,0,0,0,0,0,0,0,0
DG8 6LJ,0,3,8,9,5,2,1,0
DG8 6LL,6,2,0,0,0,0,1,0
DG8 6LN,0,4,0,0,6,1,2,0
DG8 6LP,6,44,23,2,1,0,0,0
DG8 6LQ,0,0,0,2,6,1,1,0
DG8 6LR,4,16,0,0,0,0,0,0
DG8 6LS,40,7,0,1,2,0,3,0
DG8 6LT,0,0,1,6,8,1,0,0
DG8 6LU,0,0,4,2,0,2,0,0
DG8 6LW,0,0,0,0,4,4,2,0
DG8 6LX,0,23,1,0,0,0,0,0
DG8 6LY,0,30,0,0,0,0,6,0
DG8 6LZ,0,0,0,0,0,0,0,0
DG8 6NA,0,0,1,1,4,1,0,0
DG8 6NB,4,7,1,0,0,0,0,0
DG8 6ND,0,0,0,0,0,0,0,0
DG8 6NE,0,6,16,13,0,0,0,0
DG8 6NF,8,0,12,0,0,0,0,0
DG8 6NG,0,1,0,0,0,0,0,0
DG8 6NH,2,2,1,0,0,0,0,0
DG8 6NL,3,1,3,0,0,0,0,0
DG8 6NP,0,2,2,10,4,0,0,0
DG8 6NQ,1,11,1,0,0,0,0,0
DG8 6NR,0,0,3,2,11,5,3,0
DG8 6NS,0,25,1,0,0,0,0,0
DG8 6NT,0,0,0,0,0,0,0,0
DG8 6NU,0,0,0,0,0,7,0,0
DG8 6NW,1,1,1,0,0,0,0,0
DG8 6NX,12,14,1,0,0,0,0,0
DG8 6NY,10,12,0,0,0,0,0,0
DG8 6NZ,0,14,0,0,0,0,3,0
DG8 6PA,0,13,0,0,0,0,0,0
DG8 6PB,3,21,0,0,0,0,0,0
DG8 6PD,0,20,6,2,0,0,3,0
DG8 6PE,0,36,0,0,0,0,8,0
DG8 6PF,0,13,0,0,0,0,0,0
DG8 6PG,0,0,0,1,8,0,1,0
DG8 6PH,2,3,0,0,0,0,0,0
DG8 6PJ,0,1,2,4,8,1,5,0
DG8 6PL,0,1,2,4,4,3,2,0
DG8 6PN,0,8,0,0,0,0,0,0
DG8 6PP,0,14,1,0,0,0,0,0
DG8 6PQ,0,0,0,2,1,0,0,0
DG8 6PR,4,1,0,1,0,0,2,0
DG8 6PS,19,1,0,0,0,0,0,0
DG8 6PT,9,0,0,0,0,0,0,0
DG8 6PU,3,0,0,0,0,0,0,0
DG8 6PW,0,4,0,0,0,0,0,0
DG8 6PX,1,0,3,5,3,1,1,0
DG8 6PY,0,0,3,2,0,0,0,0
DG8 6PZ,0,0,6,11,3,0,0,0
DG8 6QA,0,6,15,1,3,0,0,0
DG8 6QB,0,11,6,0,0,0,0,0
DG8 6QD,0,1,1,0,1,1,0,0
DG8 6QE,1,0,0,1,1,0,1,0
DG8 6QF,0,0,5,0,4,0,0,0
DG8 6QG,0,1,3,2,1,1,0,0
DG8 6QH,0,1,0,1,1,0,0,0
DG8 6QJ,0,0,1,0,0,0,0,0
DG8 6QL,2,6,2,4,5,0,1,0
DG8 6QN,0,0,0,1,0,1,0,0
DG8 6QP,2,2,2,4,2,4,0,0
DG8 6QQ,0,0,0,1,4,0,1,0
DG8 6QR,0,0,1,7,1,0,0,0
DG8 6QS,0,3,2,8,9,0,0,0
DG8 6QT,0,4,7,0,0,0,0,0
DG8 6QU,0,0,0,0,8,4,0,0
DG8 6QW,1,1,0,0,0,0,0,0
DG8 6QY,0,0,0,2,1,0,0,0
DG8 6QZ,0,0,0,0,0,0,0,0
DG8 6RA,0,0,3,2,0,1,0,0
DG8 6RB,0,0,0,1,11,2,4,0
DG8 6RD,2,6,2,6,4,0,1,0
DG8 6RE,0,10,0,0,0,0,0,0
DG8 6RH,0,0,4,0,0,0,0,0
DG8 6RJ,0,0,1,0,1,0,0,0
DG8 6RL,0,0,0,1,0,0,0,0
DG8 6RN,1,0,1,3,1,1,1,0
DG8 6RP,0,0,2,0,0,0,0,0
DG8 6RR,0,0,0,0,3,0,0,0
DG8 6RS,0,0,1,0,0,0,0,0
DG8 6RT,0,0,1,2,0,0,0,0
DG8 6RU,0,1,0,2,0,0,0,0
DG8 6RW,0,0,1,0,0,0,0,0
DG8 6RX,0,0,0,1,0,0,0,0
DG8 6RY,0,0,1,0,1,0,0,0
DG8 6RZ,2,1,1,2,2,0,1,0
DG8 6SA,0,0,0,0,1,0,0,0
DG8 6SH,0,0,0,0,0,0,1,0
DG8 6SJ,0,0,0,0,2,0,0,0
DG8 6SL,0,0,0,4,6,8,2,0
DG8 6SN,0,0,1,0,1,0,0,0
DG8 6SP,0,1,0,1,1,0,0,0
DG8 6SR,0,0,0,0,3,0,2,0
DG9 8QJ,0,0,2,6,4,2,0,0
DG9 8QL,0,0,0,0,2,0,0,0
DG9 8QN,0,1,1,1,2,0,0,0
DG9 8QP,18,2,0,3,1,0,0,0
DG9 8QR,0,0,1,2,1,0,0,0
DG9 8QS,0,1,1,2,0,1,1,0
DG9 8QT,0,5,0,2,1,0,0,0
DG9 8QU,1,1,0,1,1,0,0,0
DG9 8QW,0,0,1,0,1,0,0,0
DG9 8QX,6,5,6,6,8,0,2,0
DG9 8QY,0,0,0,0,0,0,0,0
DG9 8QZ,1,3,0,0,0,0,0,0
DG9 8RA,0,3,0,0,0,0,0,0
DG9 8RB,7,2,5,1,2,0,0,0
DG9 8RD,4,20,0,0,0,0,0,0
DG9 8RE,0,1,0,2,1,0,0,0
DG9 8RF,0,0,0,0,0,0,0,0
DG9 8RG,0,0,0,0,0,0,0,0
DG9 8RL,0,0,0,1,1,0,0,0
DG9 8RN,1,0,0,0,0,1,0,0
DG9 8RP,0,1,0,1,0,0,0,0
DG9 8RQ,0,0,0,0,0,0,0,0
DG9 8RR,0,0,1,2,0,1,0,0
DG9 8RS,0,5,1,1,1,0,0,0
DG9 8RT,0,1,0,1,0,0,0,0
DG9 8RU,0,3,2,0,0,0,0,0
DG9 8RX,0,1,2,0,0,1,0,0
DG9 8RY,0,6,9,2,2,4,0,0
DG8 6SS,0,1,1,0,1,0,0,0
DG8 6SU,0,1,0,2,3,0,0,0
DG8 6SW,0,1,0,0,0,1,0,0
DG8 6SX,0,0,0,0,0,0,1,0
DG8 6SY,0,45,2,2,1,0,1,0
DG8 6SZ,0,0,1,4,1,0,0,0
DG8 6TA,0,0,0,0,1,0,0,0
DG8 6TD,0,0,12,16,0,0,0,0
DG8 6TH,0,0,0,3,0,1,0,0
DG8 6TJ,25,1,0,0,0,0,0,0
DG8 6TQ,0,0,0,0,0,0,0,0
DG8 6UA,4,6,0,0,0,0,0,0
DG8 7AA,0,0,0,0,1,1,1,0
DG8 7AB,0,0,0,0,1,0,0,0
DG8 7AD,0,0,2,0,0,0,1,0
DG8 7AE,0,0,0,1,0,0,0,0
DG8 7AF,0,0,0,0,1,1,0,0
DG8 7AG,0,0,1,1,0,0,1,0
DG8 7AJ,0,0,0,1,0,2,0,0
DG8 7AL,1,1,0,3,10,4,0,0
DG8 7AN,1,0,0,0,1,0,0,0
DG8 7AR,0,0,4,1,0,0,0,0
DG8 7AS,0,0,0,0,2,0,0,0
DG8 7AT,0,0,0,1,2,1,0,0
DG8 7AU,0,0,0,2,0,0,0,0
DG8 7AW,0,4,0,4,3,0,1,0
DG8 7AX,1,0,0,2,7,0,0,0
DG8 7AZ,1,6,0,0,0,0,0,0
DG8 7BA,1,1,0,0,2,1,0,0
DG8 7BB,2,2,1,2,6,0,3,0
DG8 7BD,0,10,0,6,4,4,2,0
DG8 7BE,0,0,0,0,2,0,0,0
DG8 7BG,0,0,0,0,1,2,0,0
DG8 7BH,0,0,1,1,1,0,0,0
DG8 7BJ,0,0,1,0,1,0,0,0
DG8 7BL,0,1,0,1,0,0,0,0
DG8 7BN,0,0,0,0,0,0,1,0
DG8 7BQ,0,0,1,0,0,0,1,0
DG8 7BW,0,0,1,0,0,1,0,0
DG8 7BX,3,2,2,3,1,1,0,0
DG8 7BY,0,15,1,0,0,0,0,0
DG8 7BZ,0,0,1,1,0,0,2,0
DG8 7DA,0,22,0,0,0,0,9,0
DG8 7DB,0,0,0,0,0,2,2,0
DG8 7DE,0,1,2,0,1,3,0,0
DG8 7DF,0,0,0,0,0,0,1,0
DG8 7DG,0,1,0,1,1,0,2,0
DG8 7DL,0,0,1,0,1,0,0,0
DG8 7DN,0,0,1,0,1,0,0,0
DG8 7DP,0,4,2,0,0,0,2,0
DG8 7DQ,1,2,0,0,1,1,0,0
DG8 7DR,0,0,3,0,0,0,0,0
DG8 7DS,0,0,2,0,2,4,1,0
DG8 7DT,0,0,1,5,1,0,0,0
DG8 7DU,0,1,1,1,4,0,1,0
DG8 7DW,0,0,2,5,2,0,0,0
DG8 7DX,0,0,0,1,0,0,0,0
DG8 7DY,0,0,1,1,1,0,0,0
DG8 7DZ,0,0,0,0,2,0,0,0
DG8 7EA,0,0,0,0,1,0,4,0
DG8 7EB,0,0,0,1,0,0,0,0
DG8 7EN,1,1,0,5,4,1,4,0
DG8 7EP,1,1,1,0,3,0,1,0
DG8 7ER,0,1,0,1,2,0,0,0
DG8 7ES,0,1,0,0,1,0,0,0
DG8 7ET,0,0,1,0,0,0,0,0
DG8 7EU,1,1,1,0,0,0,0,0
DG8 7EW,2,0,0,0,0,0,0,0
DG8 7EX,0,0,0,0,1,0,0,0
DG8 7EY,1,0,0,0,4,1,1,0
DG8 7HB,1,2,0,0,0,0,0,0
DG8 7HF,0,0,0,0,1,1,1,0
DG8 7HG,0,0,1,0,2,0,0,0
DG8 7HH,0,0,1,1,1,0,0,0
DG8 7HJ,3,18,2,0,1,0,0,0
DG8 7HL,0,10,0,0,0,0,0,0
DG8 7HN,16,16,0,0,0,0,0,0
DG8 7HP,8,7,0,0,0,0,0,0
DG8 7HQ,1,0,7,0,0,0,0,0
DG8 7HR,0,4,0,0,0,0,0,0
DG8 7HS,0,2,1,0,0,0,0,0
DG8 7HT,2,8,0,0,0,0,0,0
DG8 7HU,7,10,0,3,1,0,1,0
DG8 7HW,4,8,0,0,0,0,5,0
DG8 7HX,0,1,0,0,0,1,0,0
DG8 7HY,1,1,1,0,2,0,0,0
DG8 7HZ,4,13,2,1,1,0,2,0
DG8 7JA,1,1,4,2,0,0,0,0
DG8 7JB,2,7,4,7,2,0,0,0
DG8 7JE,0,1,1,0,0,0,0,0
DG8 7JF,4,3,7,4,0,0,0,0
DG8 7JG,1,0,2,1,0,0,0,0
DG8 7JH,0,1,2,1,0,0,0,0
DG8 7JJ,6,4,8,5,2,0,2,0
DG8 7JL,2,2,4,3,0,0,0,0
DG8 7JN,0,2,1,0,2,0,2,0
DG8 7JP,0,0,0,3,3,0,1,0
DG8 7JQ,0,1,0,0,0,0,0,0
DG8 7JR,0,0,0,1,0,0,0,0
DG8 7JS,0,0,0,1,0,0,0,0
DG8 7JT,0,0,1,1,1,0,0,0
DG8 7JW,0,0,0,0,1,0,0,0
DG8 7JX,0,0,0,0,1,0,0,0
DG8 7JY,0,5,0,0,0,0,0,0
DG8 8AA,0,0,0,2,0,0,0,0
DG8 8AB,1,3,0,0,2,0,0,0
DG8 8AD,0,0,0,1,0,0,0,0
DG8 8AE,2,2,0,0,0,1,0,0
DG8 8AF,0,0,0,1,0,1,0,0
DG8 8AG,0,0,0,3,1,0,0,0
DG8 8AH,0,0,0,1,0,0,0,0
DG8 8AJ,0,3,0,2,0,0,0,0
DG8 8AL,0,0,1,0,4,0,0,0
DG8 8AN,0,0,3,1,0,1,0,0
DG8 8AP,0,2,0,0,1,0,0,0
DG8 8AQ,1,0,0,3,2,0,0,0
DG8 8AR,0,2,0,0,0,1,0,0
DG8 8AS,0,0,0,0,1,0,0,0
DG8 8AT,0,0,0,0,1,2,0,0
DG8 8AW,0,2,1,3,1,0,0,0
DG8 8BA,8,2,5,3,1,0,0,0
DG8 8BB,0,0,5,2,0,0,0,0
DG8 8BD,0,1,0,0,0,0,0,0
DG8 8BE,2,7,3,4,2,0,1,0
DG8 8BG,12,4,0,0,0,0,0,0
DG8 8BH,1,0,5,5,2,0,0,0
DG8 8BJ,1,2,6,5,0,0,0,0
DG8 8BL,8,32,0,0,0,0,1,0
DG8 8BN,4,0,0,0,0,0,2,0
DG8 8BP,1,2,3,0,1,0,1,0
DG8 8BQ,3,5,8,7,0,0,0,0
DG8 8BR,0,0,0,0,0,1,0,0
DG8 8BS,0,0,0,0,0,1,0,0
DG8 8BT,0,0,0,0,1,0,0,0
DG8 8BU,1,0,0,0,0,1,1,0
DG8 8BW,11,2,4,0,1,0,5,0
DG8 8BX,0,1,1,0,0,0,1,0
DG8 8BY,0,1,0,0,0,0,0,0
DG8 8BZ,0,0,3,0,0,0,0,0
DG8 8DE,0,1,0,3,1,1,0,0
DG8 8DF,2,0,0,3,0,0,0,0
DG8 8DG,0,0,1,3,0,0,0,0
DG8 8DH,1,1,1,0,2,0,0,0
DG8 8DJ,1,0,0,0,1,0,0,0
DG8 8DL,0,0,0,1,1,1,0,0
DG8 8DN,1,1,0,1,0,0,0,0
DG8 8DP,1,0,1,0,2,0,0,0
DG8 8DQ,0,1,2,0,1,1,0,0
DG8 8DR,1,0,0,0,1,0,0,0
DG8 8DS,1,2,1,4,2,0,0,0
DG8 8DT,1,0,0,2,0,0,0,0
DG8 8DU,0,0,2,2,0,0,0,0
DG8 8DW,0,1,2,3,0,0,0,0
DG8 8DX,0,1,0,1,0,0,1,0
DG8 8DY,0,0,0,0,0,1,0,0
DG8 8DZ,0,0,1,0,0,0,0,0
DG8 8EG,7,6,7,0,0,0,2,0
DG8 8EH,4,0,0,0,2,0,2,0
DG8 8EJ,4,12,0,0,0,0,0,0
DG8 8EL,0,2,9,0,7,2,1,0
DG8 8EN,0,0,0,0,2,0,0,0
DG8 8EP,0,0,1,2,1,0,0,0
DG8 8EQ,0,0,0,1,0,0,0,0
DG8 8ER,6,3,0,0,0,0,0,0
DG8 8EW,0,0,0,1,1,1,0,0
DG8 8EY,0,0,1,0,0,0,0,0
DG8 8EZ,2,0,1,0,1,0,0,0
DG8 8HA,0,0,0,0,1,0,0,0
DG8 8HB,0,0,2,0,0,1,0,0
DG8 8HD,2,2,1,1,0,2,0,0
DG8 8HE,0,1,0,1,0,1,0,0
DG8 8HF,0,0,3,1,1,0,1,0
DG8 8HH,1,1,2,1,0,1,0,0
DG8 8HJ,0,0,0,0,1,0,0,0
DG8 8HL,0,2,0,0,1,0,0,0
DG8 8HN,1,1,0,0,2,1,0,0
DG8 8HP,0,2,1,1,1,0,0,0
DG8 8HQ,0,0,1,0,0,0,0,0
DG8 8HR,1,1,3,1,0,1,0,0
DG8 8HS,0,1,0,1,0,0,0,0
DG8 8HT,0,0,1,0,0,0,0,0
DG8 8HU,1,0,0,1,1,0,0,0
DG8 8HW,0,1,0,2,0,0,0,0
DG8 8HX,1,1,2,1,0,0,0,0
DG8 8HY,0,0,0,1,0,0,0,0
DG8 8HZ,1,0,3,0,0,1,0,0
DG8 8JA,0,2,0,2,0,1,0,0
DG8 8JB,1,0,0,0,0,0,0,0
DG8 8JD,0,1,0,2,2,0,0,0
DG8 8JE,0,0,0,0,0,2,0,0
DG8 8JF,1,0,2,2,0,0,0,0
DG8 8JG,0,1,0,0,0,0,0,0
DG8 8JH,2,0,0,0,1,0,0,0
DG8 8JQ,0,0,1,3,0,1,1,0
DG8 8JS,0,0,0,1,0,0,0,0
DG8 8JT,0,0,0,2,0,0,0,0
DG8 8JU,0,3,0,1,1,0,2,0
DG8 8JW,0,0,14,2,0,0,0,0
DG8 8JX,1,0,0,2,0,0,0,0
DG8 8JY,1,0,0,0,0,0,0,0
DG8 8JZ,0,0,2,0,1,0,0,0
DG8 8LA,0,0,0,1,0,0,0,0
DG8 8LB,0,4,0,0,0,0,0,0
DG8 8LD,0,14,4,0,0,0,7,0
DG8 8LE,2,3,1,0,0,1,0,0
DG8 8LF,1,8,2,4,1,0,0,0
DG8 8LG,4,9,6,5,1,1,2,0
DG8 8LH,8,6,0,1,0,0,0,0
DG8 8LJ,3,0,0,0,0,0,0,0
DG8 8LL,3,1,4,0,0,0,1,0
DG8 8LN,0,1,1,0,0,0,0,0
DG8 8LP,0,0,2,1,0,0,1,0
DG8 8LQ,1,3,7,3,9,6,4,0
DG8 8LR,0,0,0,0,0,0,2,0
DG8 8LS,41,0,0,0,0,0,10,0
DG8 8LT,0,0,0,2,14,4,1,0
DG8 8LU,0,1,0,1,1,1,1,0
DG8 8LX,1,0,0,0,0,0,1,0
DG8 8LY,2,0,0,1,0,1,0,0
DG8 8LZ,1,0,3,1,0,0,0,0
DG8 8NA,0,0,0,2,1,0,0,0
DG8 8NB,0,0,2,2,1,0,0,0
DG8 8ND,0,0,0,1,0,0,0,0
DG8 8NE,0,2,1,2,2,1,0,0
DG8 8NF,1,0,2,5,3,2,0,0
DG8 8NG,0,0,0,1,1,0,0,0
DG8 8NH,0,2,0,2,2,0,0,0
DG8 8NJ,0,0,0,2,1,0,0,0
DG8 8NL,0,0,0,0,0,0,0,0
DG8 8NQ,0,0,1,1,0,0,0,0
DG8 8NS,3,3,3,1,0,0,0,0
DG8 8NT,0,0,0,0,0,0,0,0
DG8 8NU,1,1,0,2,0,0,0,0
DG8 8NY,3,0,0,0,0,0,0,0
DG8 8NZ,4,4,5,2,0,0,0,0
DG8 8PB,2,1,0,1,0,0,2,0
DG8 8PD,14,9,2,2,1,1,1,0
DG8 8PE,4,2,3,0,1,0,0,0
DG8 8PF,7,10,3,0,0,0,0,0
DG8 8PG,0,0,0,0,1,2,0,0
DG8 8PH,1,0,0,1,2,0,0,0
DG8 8PJ,26,9,0,0,0,0,0,0
DG8 8PL,23,0,2,0,1,0,0,0
DG8 8PN,12,1,3,1,2,0,9,0
DG8 8PP,12,12,0,3,1,0,3,0
DG8 8PQ,0,1,0,1,2,0,0,0
DG8 8PS,0,0,0,0,0,0,0,0
DG8 8PT,2,14,0,1,4,0,1,0
DG8 8PU,0,2,1,1,0,0,0,0
DG8 8PW,0,4,0,0,4,0,0,0
DG8 8PY,0,1,0,1,1,0,1,0
DG8 8PZ,21,4,2,1,0,0,0,0
DG8 8QA,13,9,2,1,0,1,1,0
DG8 8QB,0,0,0,0,2,1,4,0
DG8 8QE,8,4,0,0,0,0,0,0
DG8 8QF,5,13,0,0,0,0,0,0
DG8 8QG,6,4,1,0,0,0,0,0
DG8 8QH,2,8,0,0,0,0,0,0
DG8 8QJ,5,1,0,0,0,0,1,0
DG8 8QL,7,12,0,0,0,0,0,0
DG8 8QN,0,14,0,0,0,0,0,0
DG8 8QP,2,6,0,0,0,0,0,0
DG8 8QQ,0,1,0,0,1,0,0,0
DG8 8QW,5,3,0,0,0,0,1,0
DG8 9AA,0,1,1,1,0,1,0,0
DG8 9AB,7,9,8,5,2,0,1,0
DG8 9AD,0,0,0,0,3,0,0,0
DG8 9AF,0,0,0,0,0,0,0,0
DG8 9AG,1,0,2,0,0,0,1,0
DG8 9AH,2,2,1,3,17,8,1,0
DG8 9AL,1,2,0,3,7,4,0,0
DG8 9AN,18,9,12,6,3,1,1,0
DG8 9AP,0,0,1,1,0,2,0,0
DG8 9AQ,2,2,1,1,2,0,1,0
DG8 9AR,1,0,0,1,1,0,0,0
DG8 9AS,0,0,0,1,1,0,0,0
DG8 9AT,0,0,0,0,2,0,0,0
DG8 9AU,0,1,2,2,0,0,0,0
DG8 9AW,0,12,0,0,0,0,0,0
DG8 9AX,0,0,0,0,2,0,0,0
DG8 9AY,1,1,0,0,1,0,0,0
DG8 9AZ,0,2,1,2,1,0,0,0
DG8 9BA,0,0,1,1,1,0,0,0
DG8 9BB,0,0,1,1,1,0,0,0
DG8 9BD,1,0,0,0,2,0,1,0
DG8 9BE,0,3,0,1,3,1,0,0
DG8 9BG,0,3,0,1,1,0,1,0
DG8 9BH,0,1,0,1,1,0,0,0
DG8 9BJ,0,0,0,1,2,1,0,0
DG8 9BL,0,0,0,0,5,2,1,0
DG8 9BQ,0,1,1,1,0,0,0,0
DG8 9BT,0,0,0,0,1,0,0,0
DG8 9BX,0,0,0,0,0,1,0,0
DG8 9BY,1,1,1,1,1,1,1,0
DG8 9BZ,0,1,0,0,0,0,0,0
DG8 9DA,0,0,0,2,1,0,0,0
DG8 9DB,1,0,12,3,2,2,0,0
DG8 9DD,0,0,1,1,1,1,0,0
DG8 9DE,3,0,1,1,2,0,0,0
DG8 9DF,0,0,1,0,0,1,0,0
DG8 9DH,0,0,2,1,2,1,0,0
DG8 9DJ,0,3,3,3,5,1,1,0
DG8 9DL,0,0,0,3,4,0,0,0
DG8 9DQ,0,0,1,1,0,1,0,0
DG8 9DS,6,1,5,0,0,0,0,0
DG8 9DT,1,2,6,0,0,0,0,0
DG8 9DU,0,4,0,1,0,2,0,0
DG8 9DX,0,0,2,1,0,0,0,0
DG8 9DY,0,8,0,0,0,0,3,0
DG8 9DZ,2,1,0,2,4,6,0,0
DG8 9ED,0,0,0,0,1,0,0,0
DG8 9EE,0,0,0,0,0,2,0,0
DG8 9EF,0,11,1,0,0,0,0,0
DG8 9EG,0,6,0,0,0,0,3,0
DG8 9EH,9,9,4,0,0,0,5,0
DG8 9EJ,0,0,1,0,0,0,0,0
DG8 9EL,0,0,2,1,9,3,0,0
DG8 9EN,0,0,2,2,3,2,1,0
DG8 9EP,16,50,4,0,0,0,1,0
DG8 9EQ,1,0,0,1,0,0,0,0
DG8 9ER,6,0,0,0,0,0,0,0
DG8 9ES,1,2,0,2,4,1,3,0
DG8 9ET,8,0,0,0,0,0,0,0
DG8 9EU,0,1,3,4,6,0,0,0
DG8 9EW,5,1,0,0,0,0,0,0
DG8 9HG,2,3,0,0,0,0,0,0
DG8 9HH,2,3,3,0,0,0,0,0
DG8 9HJ,3,3,1,0,0,0,0,0
DG8 9HL,10,1,4,0,0,0,0,0
DG8 9HN,8,2,1,0,0,0,0,0
DG8 9HP,2,7,2,2,0,0,0,0
DG8 9HQ,17,1,0,0,0,0,0,0
DG8 9HR,3,4,1,0,0,0,0,0
DG8 9HS,0,1,1,1,0,0,0,0
DG8 9HT,0,0,0,0,2,3,1,0
DG8 9HU,1,2,0,0,0,0,0,0
DG8 9HW,6,0,0,0,0,0,2,0
DG8 9HX,20,20,0,0,0,0,0,0
DG8 9HY,2,0,0,1,2,0,0,0
DG8 9HZ,5,4,1,1,0,0,0,0
DG8 9JA,4,2,4,0,0,0,0,0
DG8 9JB,3,0,1,0,2,0,0,0
DG8 9JD,0,0,7,0,5,1,0,0
DG8 9JE,4,4,2,3,0,0,1,0
DG8 9JF,3,11,0,0,0,0,0,0
DG8 9JG,0,0,2,4,4,1,0,0
DG8 9JH,0,0,0,0,0,0,0,0
DG8 9JJ,0,0,0,0,0,0,1,0
DG8 9JL,0,0,0,0,2,1,0,0
DG8 9JN,12,1,0,0,0,0,0,0
DG8 9JP,0,0,0,0,1,0,0,0
DG8 9JQ,4,3,1,0,0,0,3,0
DG8 9JS,0,0,0,0,2,1,0,0
DG8 9JX,0,0,0,1,0,0,0,0
DG8 9JY,0,1,0,0,1,0,0,0
DG8 9JZ,0,1,0,2,0,0,0,0
DG8 9LA,0,0,0,2,0,0,1,0
DG8 9LB,0,0,0,1,0,0,0,0
DG8 9LD,1,0,0,0,0,0,1,0
DG8 9LE,0,0,0,1,0,0,0,0
DG8 9LG,0,0,0,1,1,0,0,0
DG8 9LH,2,0,0,3,3,0,0,0
DG8 9LJ,4,7,15,6,10,5,1,0
DG8 9LL,2,6,6,2,0,0,0,0
DG8 9LN,0,0,0,1,0,0,0,0
DG8 9LP,0,2,0,0,2,1,0,0
DG8 9LQ,0,0,0,1,1,0,0,0
DG8 9LR,0,0,0,2,0,0,0,0
DG8 9LS,0,0,0,0,1,0,0,0
DG8 9LT,0,0,0,4,0,0,0,0
DG8 9LU,0,0,1,0,3,0,0,0
DG8 9LW,0,1,0,1,1,0,0,0
DG8 9LX,0,0,1,0,3,0,0,0
DG8 9LY,2,10,5,3,0,1,0,0
DG8 9LZ,0,8,0,0,0,0,0,0
DG8 9NA,0,0,0,3,4,0,0,0
DG8 9NB,0,0,1,1,0,0,0,0
DG8 9ND,0,0,1,1,1,0,0,0
DG8 9NE,0,0,0,1,0,0,0,0
DG8 9NF,1,2,6,1,2,0,0,0
DG8 9NG,0,1,0,0,1,1,0,0
DG8 9NN,0,0,0,3,5,1,0,0
DG8 9NP,0,8,0,0,0,0,0,0
DG8 9NR,3,0,6,3,1,0,0,0
DG8 9NS,0,0,1,0,0,0,0,0
DG8 9NT,0,0,0,1,2,0,0,0
DG8 9NU,0,2,0,0,0,1,0,0
DG8 9NX,0,0,0,1,0,0,0,0
DG8 9NY,0,0,1,0,1,0,1,0
DG8 9NZ,1,2,3,2,2,0,0,0
DG8 9PA,0,0,0,1,1,0,0,0
DG8 9PB,1,0,1,1,3,0,0,0
DG8 9PD,0,0,2,2,2,0,0,0
DG8 9PE,0,0,1,0,0,0,1,0
DG8 9PF,0,2,0,0,0,0,0,0
DG8 9PG,3,1,0,0,2,2,0,0
DG8 9PH,1,0,0,2,0,0,0,0
DG8 9PJ,0,0,1,0,1,1,0,0
DG8 9PL,0,0,1,1,0,0,0,0
DG8 9PN,2,0,0,3,3,0,0,0
DG8 9PP,0,0,0,0,2,0,0,0
DG8 9PQ,0,0,2,0,0,0,0,0
DG8 9PR,0,1,1,1,1,0,0,0
DG8 9PS,0,0,2,1,2,0,0,0
DG8 9PT,0,0,0,3,1,0,1,0
DG8 9PU,1,0,1,1,2,0,1,0
DG8 9PW,0,1,0,1,2,0,0,0
DG8 9PX,3,2,1,1,1,0,1,0
DG8 9PY,0,0,1,0,0,0,0,0
DG8 9QA,0,0,0,0,0,0,0,0
DG8 9QB,0,0,0,0,0,0,0,0
DG8 9QE,0,0,0,0,0,0,0,0
DG8 9QH,0,0,0,0,0,0,0,0
DG8 9QJ,0,0,0,0,0,0,0,0
DG8 9QL,0,0,0,0,0,0,0,0
DG8 9QN,0,0,0,0,0,0,0,0
DG8 9QP,0,0,0,0,0,0,0,0
DG8 9QR,0,0,0,0,0,0,0,0
DG8 9QS,0,0,0,0,0,0,0,0
DG8 9QT,0,0,0,0,0,0,0,0
DG8 9QU,0,0,0,0,0,0,0,0
DG8 9QX,0,0,0,0,0,0,0,0
DG8 9QY,0,0,0,0,0,0,0,0
DG8 9QZ,0,0,0,0,0,0,0,0
DG8 9RA,0,0,0,0,0,0,0,0
DG8 9RB,0,0,0,0,0,0,0,0
DG8 9RD,0,0,0,0,0,0,0,0
DG8 9RE,0,0,0,0,0,0,0,0
DG8 9RF,0,0,0,0,0,0,0,0
DG8 9RG,0,0,0,0,0,0,0,0
DG8 9RH,0,0,0,0,0,0,0,0
DG8 9RJ,0,0,0,0,0,0,0,0
DG8 9RL,0,0,0,0,0,0,0,0
DG8 9RN,0,0,0,0,0,0,0,0
DG8 9RP,0,0,0,0,0,0,0,0
DG8 9RQ,0,0,0,0,0,0,0,0
DG8 9RR,0,0,0,0,0,0,0,0
DG8 9RS,0,0,0,0,0,0,0,0
DG8 9RT,0,0,0,0,0,0,0,0
DG8 9RU,0,0,0,0,0,0,0,0
DG8 9SA,0,0,0,0,0,0,0,0
DG8 9SB,0,0,0,0,0,0,0,0
DG8 9SD,0,0,0,0,0,0,0,0
DG8 9SE,0,0,0,0,0,0,0,0
DG8 9SG,0,0,0,0,0,0,0,0
DG8 9SH,0,0,0,0,0,0,0,0
DG8 9SJ,0,0,0,0,0,0,0,0
DG8 9SL,0,0,0,0,0,0,0,0
